,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,8.71718146265333,21.5329980068964,7.739495,12.098510000000001,8.28844208760268,11.481834337226,901.8004690409151,8.8661377813009,9.061467,8.127094616965598,506.22737675109397,7.33465023066858,1454.2120600298301,8.58145703851867,23.51098,8.63998608409825,4852.0476758985,12.0526712513815,3215.2137194297497,8.627042,406.817520865886,14.08576,8.044379132486549,8.04688414367751,11.3233051480806,97451.08,41952.0332559775,15.1082142632304,8.259411,2528.24715689304,8.63138643526123,9.01527760701656
1,8.251053524231349,13.8738914090159,7.971781,12.49519,8.217604413036339,14.3816632502837,2842.7863457124104,10.447119751667,8.819647999999999,8.079086784124259,1391.28404036806,7.16760522315578,4221.13135958984,9.08487223585995,29.47025,9.59364635252776,2252.99176070568,11.2468774290986,2139.98805468982,14.08576,593.611671150147,21.733810000000002,7.42335822856267,8.28261671428216,21.5329980068964,78654.36,51566.010063122005,29.1085673296716,7.562193,1931.9789591857398,7.59638491712273,12.341534336805301
2,9.60822148260663,12.7599418246755,6.967839,10.5928,8.94691732534999,10.533920673207302,5545.81215932176,8.37120064853578,8.497113,7.477310968316861,2139.98805468982,7.479800191642999,3017.03192133755,16.6352748400915,57.67943,7.9766229028754605,1931.9789591857398,10.1603956958251,1070.92459065281,17.94874,103.706767523862,13.04467,8.890022592196999,7.67765118365318,10.8153396729161,41952.03,78654.3623934317,21.7338074902033,8.101449,1331.1921790084,8.11419579708528,21.5329980068964
3,10.0029442188956,17.564548232644,7.697553999999999,16.85437,9.16871734920763,23.0386207327811,3017.03192133755,11.915735402430698,9.159811,7.410627083135589,1589.53973446776,7.69305940503026,2381.82495074225,9.18671734410718,14.776,8.7075261857395,3921.6220505032898,20.3917261168462,1331.1921790084,17.08054,261.77233759056196,35.42698,7.4082114847917,7.97423611331501,15.9184153927063,64155.52,97451.0827124985,16.0137218461147,7.301303,2030.9856345440198,7.76635102180936,12.242470315291701
4,8.14008923588097,8.93377043004757,7.131753,10.260589999999999,7.824272271071269,11.401234991315901,4852.0476758985,8.693515584553111,9.076837,8.23143575329252,2528.24715689304,7.50107809258947,3426.57091133942,19.5474181705606,103.7068,9.881445720745381,2381.82495074225,12.144830086956198,437.027507684822,18.21835,64.7781396994912,20.39173,9.77086097985854,8.029714175854139,10.685224140941301,51566.01,64155.5161261962,14.230520260759802,8.707526,943.2734728139619,8.50806284758324,33.0825684225088
5,8.31550567040687,11.5648458262678,7.983959,10.44712,8.721964422546389,11.606220621165098,1272.8461432081501,8.39385159264361,8.9085,7.79085591614915,762.428505477662,7.55980018701753,1520.1000912033999,18.0849130469846,171.3442,8.91472858040253,3426.57091133942,10.8485794566839,1218.67335768311,20.94216,74.63634275904091,18.21835,7.95971797268171,8.30043015003498,11.2854889982319,78654.36,25172.3282770189,13.8738914090159,7.971781,1667.73858489636,8.35242995518023,46.635585807651
6,8.482935765027749,9.62347389691731,7.986341,10.5928,8.2482604371621,16.5266702229635,2381.82495074225,8.79255805526753,12.75994,8.25385791729101,1166.319710388,7.29844992136207,2528.24715689304,7.00400746260499,8.980129,18.2183464228073,6759.71221132047,11.778666521756001,3017.03192133755,7.706386,593.611671150147,46.63559,8.12189769700939,8.251053524231349,68.8494526972984,97451.08,51566.010063122005,34.456609647429296,7.790856,6332.11299992453,7.753001542282701,13.5422693116226
7,8.72675318742334,14.3816632502837,7.104611,10.95335,8.27409026557793,11.5648458262678,1272.8461432081501,8.8539873114786,8.371201,7.99878494739948,762.428505477662,8.09643528534413,1931.9789591857398,16.1135799258577,76.17357,8.92093682848659,3662.82923824221,11.869036410643899,1750.45738445436,23.51098,155.432605771302,17.815620000000003,8.3492256485565,7.95741893648433,12.7051873193147,64155.52,51566.010063122005,12.928830457927699,7.609688,1836.0739251549398,8.782016984370179,38.073202839490705
8,8.96671278721157,8.973504325674721,7.927178,11.05976,8.55743023395818,12.392569556608601,1667.73858489636,8.541990065953799,10.474680000000001,7.77732321934277,863.3128913421291,7.16412637707184,1520.1000912033999,15.455028053324302,113.0661,8.020119354025969,2842.7863457124104,13.2253905883902,526.5307706908529,14.45854,54.560376516045196,23.03862,8.51529100869735,7.7462888883674905,10.623462650960999,64155.52,41952.0332559775,10.4194735276091,7.7552389999999995,943.2734728139619,7.33734935568581,40.4159359410456
9,9.671268470566881,8.89625164753077,6.973249000000001,13.350420000000002,8.19304942310871,15.455028053324302,1166.319710388,9.59364635252776,10.09097,7.345490077220861,863.3128913421291,8.203915253045501,670.918723923204,19.3873351097885,138.5324,8.4342299216522,3017.03192133755,14.616884794885301,618.348622385677,18.781010000000002,58.76932789082021,33.526790000000005,8.497112744139809,7.2664966135016,10.184007309197199,64155.52,41952.0332559775,10.233797130890801,8.842462,1589.53973446776,8.08407931799402,33.9919149586442
