,feature-0014,feature-0029,feature-0048,feature-0057,feature-0061,feature-0080,feature-0273,feature-0282,feature-0304,feature-0336,feature-0350,feature-0359,feature-0367,feature-0411,feature-0430,feature-0462,feature-0482,feature-0483,feature-0485,feature-0501,feature-0510,feature-0533,feature-0573,feature-0579,feature-0598,feature-0689,feature-0694,feature-0697,feature-0703,feature-0764,feature-0812,feature-0853,feature-0856,feature-0862,feature-0870,feature-0934,feature-0972,feature-0982,feature-1002,feature-1054,feature-1073,feature-1088,feature-1105,feature-1136,feature-1137
Sample_2810_Non-LCa,11.5229744768258,1166.319710388,11776.6392333358,184.512439305276,277.392560305038,64155.5161261962,1218.67335768311,97.2755682163848,7740.06911580213,7236.07734143862,46.63559,3921.6220505032898,41.0338561548156,303.242752855959,232198.513652808,129.344958781322,33.9919149586442,10.3923083399688,42.994265551862604,37.51425,6759.71221132047,1750.45738445436,10.883411810490802,12.4951865006026,5545.81215932176,30177.155110164702,1836.0739251549398,269.35208206311796,101.53100011269699,8308.73480684338,41952.0332559775,51566.01,35.4269757380535,97451.0827124985,12797.1981939553,8877.773220715459,48.214859999999994,10181.4883221663,25172.3282770189,2139.98805468982,78654.3623934317,115.498816274161,152399.215113318,1589.53973446776,21787.9921465462
Sample_2811_Non-LCa,25.0627659085629,2675.90952004589,17426.343930496398,570.7599181686061,487.995813577437,30177.155110164702,1520.1000912033999,71.7014519753727,7740.06911580213,19451.7634340127,38.0732,8877.773220715459,41.0338561548156,437.027507684822,232198.513652808,144.962771302323,30.5892215124532,7.41829081385054,29.1085673296716,108.3179,6332.11299992453,4537.8041803052,9.224037507236881,10.338618829889901,25172.3282770189,41952.0332559775,3215.2137194297497,155.432605771302,118.082862653931,15579.7185045868,51566.010063122005,97451.08,32.6267773198688,64155.5161261962,21787.9921465462,11776.6392333358,28.07146,5923.63670499261,12797.1981939553,303.242752855959,78654.3623934317,97.2755682163848,152399.215113318,4852.0476758985,10181.4883221663
Sample_2812_LCa,13.413918680806999,1272.8461432081501,41952.0332559775,123.47744883288999,406.817520865886,10181.4883221663,2842.7863457124104,87.75367829290221,8308.73480684338,19451.7634340127,44.39778,10899.865321385601,47.4228416267665,215.350500234005,232198.513652808,132.276438599231,79.29904113099771,9.54952594377658,30.5892215124532,89.55311,17426.343930496398,3017.03192133755,10.7163885634786,12.242470315291701,25172.3282770189,64155.5161261962,7740.06911580213,70.2325010571459,135.366272230162,9512.63251640146,78654.3623934317,97451.08,20.7560205935488,30177.155110164702,21787.9921465462,14023.704006208798,36.45061,3215.2137194297497,4537.8041803052,45.870562930770504,51566.010063122005,80.92728963512499,152399.215113318,3662.82923824221,2675.90952004589
Sample_2813_Non-LCa,9.100630239440699,10181.4883221663,9512.63251640146,7236.07734143862,5545.81215932176,11776.6392333358,618.348622385677,3662.82923824221,1166.319710388,828.206379102171,1117.701,794.947978911189,1931.9789591857398,233.49665564520802,232198.513652808,5192.81196468206,10.7480569099158,49.0486088855297,984.1936777813651,82.57323000000001,6759.71221132047,14023.704006208798,593.611671150147,184.512439305276,2139.98805468982,51566.010063122005,227.320096533558,3215.2137194297497,215.350500234005,78654.3623934317,64155.5161261962,30177.16,526.5307706908529,97451.0827124985,15579.7185045868,19451.7634340127,294.4291,3426.57091133942,3017.03192133755,24.011463430510602,41952.0332559775,2030.9856345440198,152399.215113318,12797.1981939553,5923.63670499261
Sample_2814_Non-LCa,14.537191001684699,730.6080078304041,11776.6392333358,141.838947696022,221.16694420524502,25172.3282770189,1750.45738445436,63.5475958878296,15579.7185045868,8308.73480684338,30.190759999999997,4221.13135958984,45.870562930770504,261.77233759056196,232198.513652808,66.15083665720671,138.53237727081,9.59364635252776,35.9378393068898,38.622679999999995,7236.07734143862,1667.73858489636,14.156835702742601,19.8792505043902,3662.82923824221,51566.010063122005,1589.53973446776,85.9317731824274,99.3405769468207,21787.9921465462,41952.0332559775,64155.52,25.8927078815518,78654.3623934317,30177.155110164702,19451.7634340127,24.78825,6759.71221132047,10899.865321385601,1331.1921790084,97451.0827124985,73.14087853937879,152399.215113318,1931.9789591857398,7740.06911580213
Sample_2815_Non-LCa,12.928830457927699,762.428505477662,19451.7634340127,163.148218388304,171.344233089828,25172.3282770189,1667.73858489636,62.300417654270895,14023.704006208798,11776.6392333358,26.1871,4852.0476758985,42.3339257305628,204.27935851752102,232198.513652808,73.14087853937879,55.55096800004001,9.41904986083864,22.593518734393896,41.66941,10181.4883221663,2252.99176070568,12.0526712513815,10.338618829889901,6759.71221132047,41952.0332559775,1589.53973446776,74.63634275904091,80.92728963512499,15579.7185045868,78654.3623934317,51566.01,25.0627659085629,64155.5161261962,30177.155110164702,21787.9921465462,28.74785,5545.81215932176,7740.06911580213,240.16460485053398,97451.0827124985,59.96678008202699,152399.215113318,2139.98805468982,5923.63670499261
Sample_2816_Non-LCa,9.25321670276449,1117.70116449842,10899.865321385601,91.4024163082272,247.250629668951,51566.010063122005,1454.2120600298301,58.76932789082021,3921.6220505032898,3017.03192133755,36.45061,1589.53973446776,34.9395235885405,155.432605771302,232198.513652808,93.2325163220042,32.6267773198688,10.311828707054,39.19984070009,59.96678000000001,8308.73480684338,1931.9789591857398,10.4746808792755,12.442594895297301,12797.1981939553,41952.0332559775,2381.82495074225,148.386196474162,74.63634275904091,30177.155110164702,25172.3282770189,78654.36,18.639796679306396,64155.5161261962,10181.4883221663,8877.773220715459,42.33393,15579.7185045868,21787.9921465462,1391.28404036806,97451.0827124985,89.5531062052935,152399.215113318,2030.9856345440198,19451.7634340127
Sample_2817_Non-LCa,14.3816632502837,863.3128913421291,19451.7634340127,437.027507684822,643.661923473448,30177.155110164702,1931.9789591857398,151.847708563988,3426.57091133942,7236.07734143862,59.96678000000001,5545.81215932176,74.63634275904091,570.7599181686061,232198.513652808,277.392560305038,55.55096800004001,9.00090228757414,91.4024163082272,23.75662,6332.11299992453,1117.70116449842,8.47590840799764,17.0805351314326,12797.1981939553,51566.010063122005,3662.82923824221,254.386329233115,141.838947696022,6759.71221132047,41952.0332559775,64155.52,29.824640242979303,78654.3623934317,21787.9921465462,10899.865321385601,77.74549,11776.6392333358,25172.3282770189,453.228853936807,97451.0827124985,167.06300726953398,152399.215113318,1272.8461432081501,17426.343930496398
Sample_2818_Non-LCa,11.3620645914267,2139.98805468982,30177.155110164702,526.5307706908529,506.22737675109397,11776.6392333358,7740.06911580213,151.847708563988,25172.3282770189,21787.9921465462,47.42284,10181.4883221663,148.386196474162,1520.1000912033999,232198.513652808,108.317860395874,221.16694420524502,11.441229383543801,70.2325010571459,84.2518,17426.343930496398,6332.11299992453,14.9392569521354,29.1085673296716,19451.7634340127,51566.010063122005,8877.773220715459,126.322154083472,406.817520865886,10899.865321385601,78654.3623934317,97451.08,32.6267773198688,15579.7185045868,64155.5161261962,41952.0332559775,39.19984,3017.03192133755,5923.63670499261,29.824640242979303,12797.1981939553,159.191943645763,152399.215113318,7236.07734143862,1750.45738445436
Sample_2819_Non-LCa,14.7760015313076,1391.28404036806,25172.3282770189,159.191943645763,303.242752855959,15579.7185045868,2675.90952004589,138.53237727081,19451.7634340127,21787.9921465462,50.7786,10181.4883221663,84.2517950073013,233.49665564520802,232198.513652808,115.498816274161,63.5475958878296,9.70285553348761,30.980815741990003,68.84945,11776.6392333358,3662.82923824221,10.260593846415599,11.401234991315901,30177.155110164702,41952.0332559775,3921.6220505032898,101.53100011269699,110.678700681952,10899.865321385601,97451.0827124985,78654.36,25.8927078815518,51566.010063122005,17426.343930496398,14023.704006208798,28.74785,5545.81215932176,7740.06911580213,41.6694090892834,64155.5161261962,99.3405769468207,152399.215113318,3426.57091133942,5923.63670499261
Sample_2820_Non-LCa,17.199444057053,863.3128913421291,21787.9921465462,643.661923473448,209.703574502162,15579.7185045868,3426.57091133942,155.432605771302,19451.7634340127,30177.155110164702,30.190759999999997,10181.4883221663,63.5475958878296,730.6080078304041,232198.513652808,99.3405769468207,84.2517950073013,9.19603818041206,31.784269716630803,53.569759999999995,11776.6392333358,2139.98805468982,9.142489876786641,9.90119348564469,9512.63251640146,41952.0332559775,4537.8041803052,91.4024163082272,294.42909455968,10899.865321385601,97451.0827124985,64155.52,19.7141512717048,51566.010063122005,25172.3282770189,14023.704006208798,27.08874,4852.0476758985,5923.63670499261,762.428505477662,78654.3623934317,87.75367829290221,152399.215113318,1667.73858489636,5192.81196468206
Sample_2821_Non-LCa,13.413918680806999,1520.1000912033999,15579.7185045868,901.8004690409151,470.136339529948,14023.704006208798,2528.24715689304,132.276438599231,7740.06911580213,5923.63670499261,36.45061,3921.6220505032898,80.92728963512499,1272.8461432081501,232198.513652808,135.366272230162,76.1735692393598,10.504247235206199,45.1057662473435,45.87056,11776.6392333358,2675.90952004589,15.455028053324302,13.8738914090159,9512.63251640146,30177.155110164702,6332.11299992453,138.53237727081,312.738478703014,25172.3282770189,64155.5161261962,97451.08,29.824640242979303,51566.010063122005,41952.0332559775,17426.343930496398,42.33393,5545.81215932176,8877.773220715459,285.644299486775,78654.3623934317,120.702075582343,152399.215113318,2381.82495074225,5192.81196468206
Sample_2822_Non-LCa,12.4951865006026,10181.4883221663,10899.865321385601,406.817520865886,2139.98805468982,25172.3282770189,1836.0739251549398,643.661923473448,1454.2120600298301,943.2734728139619,215.3505,1070.92459065281,421.616342639836,322.93778558439203,152399.215113318,863.3128913421291,13.105116529897002,13.8738914090159,233.49665564520802,167.063,4537.8041803052,21787.9921465462,105.98660692426,56.5822168314823,2675.90952004589,41952.0332559775,1520.1000912033999,1750.45738445436,221.16694420524502,64155.5161261962,7236.07734143862,78654.36,194.08420325880002,51566.010063122005,17426.343930496398,30177.155110164702,171.3442,5192.81196468206,5923.63670499261,303.242752855959,97451.0827124985,670.918723923204,232198.513652808,15579.7185045868,7740.06911580213
Sample_2823_Non-LCa,14.9392569521354,1331.1921790084,25172.3282770189,159.191943645763,548.538167069048,15579.7185045868,2381.82495074225,73.14087853937879,17426.343930496398,21787.9921465462,29.10857,8308.73480684338,29.824640242979303,215.350500234005,232198.513652808,101.53100011269699,58.76932789082021,9.62347389691731,47.4228416267665,59.96678000000001,14023.704006208798,3215.2137194297497,11.5229744768258,24.011463430510602,7236.07734143862,64155.5161261962,3921.6220505032898,67.4421170742017,95.20466004738279,10899.865321385601,78654.3623934317,97451.08,24.2685660621137,41952.0332559775,30177.155110164702,19451.7634340127,25.33964,6332.11299992453,5923.63670499261,453.228853936807,51566.010063122005,87.75367829290221,152399.215113318,4221.13135958984,2675.90952004589
Sample_2824_Non-LCa,9.90119348564469,470.136339529948,17426.343930496398,118.082862653931,179.976799311603,30177.155110164702,1667.73858489636,80.92728963512499,12797.1981939553,14023.704006208798,41.03386,4852.0476758985,59.96678008202699,184.512439305276,232198.513652808,76.1735692393598,45.1057662473435,9.10876487708758,22.376270287449998,48.214859999999994,7236.07734143862,1272.8461432081501,12.007022053974302,10.9874267877086,5923.63670499261,41952.0332559775,2381.82495074225,101.53100011269699,84.2517950073013,15579.7185045868,97451.0827124985,51566.01,24.011463430510602,78654.3623934317,25172.3282770189,19451.7634340127,35.42698,6759.71221132047,10899.865321385601,453.228853936807,64155.5161261962,70.2325010571459,152399.215113318,1331.1921790084,10181.4883221663
Sample_2825_Non-LCa,10.4194735276091,285.644299486775,11776.6392333358,138.53237727081,105.98660692426,51566.010063122005,1331.1921790084,42.3339257305628,15579.7185045868,8877.773220715459,21.135279999999998,3017.03192133755,17.3197367433902,120.702075582343,232198.513652808,59.96678008202699,39.19984070009,9.06923983821082,21.7338074902033,54.56038,9512.63251640146,487.995813577437,10.184007309197199,10.685224140941301,14023.704006208798,30177.155110164702,1272.8461432081501,33.0825684225088,67.4421170742017,2252.99176070568,97451.0827124985,41952.03,20.0477092606933,78654.3623934317,19451.7634340127,7740.06911580213,14.93926,7236.07734143862,25172.3282770189,4537.8041803052,152399.215113318,39.795824986159204,64155.5161261962,863.3128913421291,21787.9921465462
Sample_2826_Non-LCa,17.8156196948293,3426.57091133942,30177.155110164702,118.082862653931,1026.7681101921698,25172.3282770189,1331.1921790084,163.148218388304,4852.0476758985,4221.13135958984,87.75368,5545.81215932176,74.63634275904091,57.679426916205394,232198.513652808,355.83225493626196,44.3977801796853,8.56514736196771,54.560376516045196,115.4988,17426.343930496398,6759.71221132047,10.4194735276091,9.15102721859084,10899.865321385601,41952.0332559775,2252.99176070568,618.348622385677,38.6226783222563,15579.7185045868,51566.010063122005,64155.52,76.1735692393598,78654.3623934317,12797.1981939553,19451.7634340127,70.2325,8308.73480684338,5923.63670499261,22.805361796076998,97451.0827124985,333.518499007247,152399.215113318,6332.11299992453,9512.63251640146
Sample_2827_Non-LCa,13.1648748559469,643.661923473448,21787.9921465462,64.7781396994912,261.77233759056196,19451.7634340127,1454.2120600298301,79.29904113099771,11776.6392333358,25172.3282770189,30.98082,7236.07734143862,56.5822168314823,155.432605771302,232198.513652808,105.98660692426,32.2019323363262,9.10876487708758,31.784269716630803,80.92729,10181.4883221663,1272.8461432081501,9.82466042376965,11.096939311145801,12797.1981939553,64155.5161261962,4537.8041803052,51.6828106639928,71.7014519753727,4852.0476758985,78654.3623934317,97451.08,20.3917261168462,41952.0332559775,30177.155110164702,17426.343930496398,32.62678,5923.63670499261,7740.06911580213,46.635585807651,51566.010063122005,73.14087853937879,152399.215113318,1667.73858489636,3921.6220505032898
Sample_2828_LCa,9.19603818041206,1218.67335768311,21787.9921465462,171.344233089828,189.249340357013,30177.155110164702,4537.8041803052,59.96678008202699,10899.865321385601,10181.4883221663,27.08874,6332.11299992453,38.073202839490705,670.918723923204,232198.513652808,80.92728963512499,105.98660692426,10.2854909646996,28.7478453470677,45.87056,15579.7185045868,2528.24715689304,10.090970678447501,12.596804684609198,17426.343930496398,51566.010063122005,3426.57091133942,52.6242704202596,184.512439305276,6759.71221132047,64155.5161261962,97451.08,20.3917261168462,41952.0332559775,25172.3282770189,12797.1981939553,15.918420000000001,5192.81196468206,9512.63251640146,380.31069337108596,78654.3623934317,57.679426916205394,152399.215113318,3215.2137194297497,5545.81215932176
Sample_2829_LCa,14.0857609797436,1117.70116449842,15579.7185045868,113.066057970613,333.518499007247,30177.155110164702,1454.2120600298301,71.7014519753727,9512.63251640146,7740.06911580213,37.51425,3662.82923824221,30.980815741990003,194.08420325880002,232198.513652808,123.47744883288999,34.9395235885405,9.73628939715742,45.870562930770504,70.2325,12797.1981939553,2252.99176070568,11.401234991315901,14.304750594407802,21787.9921465462,41952.0332559775,1331.1921790084,105.98660692426,95.20466004738279,25172.3282770189,78654.3623934317,51566.01,18.639796679306396,64155.5161261962,19451.7634340127,8877.773220715459,48.214859999999994,8308.73480684338,17426.343930496398,1272.8461432081501,97451.0827124985,89.5531062052935,152399.215113318,3017.03192133755,10899.865321385601
Sample_2830_Non-LCa,12.242470315291701,570.7599181686061,21787.9921465462,45.1057662473435,184.512439305276,30177.155110164702,1391.28404036806,80.92728963512499,9512.63251640146,19451.7634340127,27.738879999999998,7236.07734143862,39.795824986159204,97.2755682163848,232198.513652808,84.2517950073013,35.4269757380535,10.9874267877086,29.1085673296716,73.14088000000001,10899.865321385601,1026.7681101921698,8.973504325674721,12.4951865006026,6332.11299992453,51566.010063122005,4852.0476758985,61.140044682319704,48.214860646833,3426.57091133942,64155.5161261962,78654.36,22.593518734393896,41952.0332559775,25172.3282770189,15579.7185045868,29.824640000000002,11776.6392333358,17426.343930496398,148.386196474162,97451.0827124985,71.7014519753727,152399.215113318,1272.8461432081501,7740.06911580213
Sample_2831_Non-LCa,16.743927268748802,1026.7681101921698,19451.7634340127,132.276438599231,392.837518048399,30177.155110164702,1272.8461432081501,87.75367829290221,12797.1981939553,11776.6392333358,32.62678,6759.71221132047,33.0825684225088,204.27935851752102,232198.513652808,120.702075582343,40.4159359410456,11.869036410643899,57.679426916205394,63.5476,10899.865321385601,2381.82495074225,16.0137218461147,22.593518734393896,15579.7185045868,41952.0332559775,2842.7863457124104,95.20466004738279,93.2325163220042,21787.9921465462,97451.0827124985,64155.52,26.7782366052488,51566.010063122005,25172.3282770189,14023.704006208798,45.87056,6332.11299992453,10181.4883221663,506.22737675109397,78654.3623934317,126.322154083472,152399.215113318,2528.24715689304,7740.06911580213
Sample_2832_Non-LCa,11.778666521756001,312.738478703014,19451.7634340127,1166.319710388,277.392560305038,41952.0332559775,1931.9789591857398,120.702075582343,11776.6392333358,12797.1981939553,34.45661,3662.82923824221,51.6828106639928,1272.8461432081501,232198.513652808,89.5531062052935,50.778602119226896,10.2083415548848,31.784269716630803,58.769330000000004,10899.865321385601,762.428505477662,9.90119348564469,13.2864592174404,25172.3282770189,30177.155110164702,2842.7863457124104,62.300417654270895,392.837518048399,4852.0476758985,64155.5161261962,51566.01,22.153372168817896,78654.3623934317,17426.343930496398,8877.773220715459,25.89271,7740.06911580213,15579.7185045868,2139.98805468982,97451.0827124985,115.498816274161,152399.215113318,828.206379102171,14023.704006208798
Sample_2833_Non-LCa,12.0526712513815,762.428505477662,19451.7634340127,269.35208206311796,240.16460485053398,25172.3282770189,3426.57091133942,46.635585807651,21787.9921465462,17426.343930496398,23.2716,4537.8041803052,33.9919149586442,333.518499007247,232198.513652808,63.5475958878296,126.322154083472,9.25321670276449,34.456609647429296,58.769330000000004,14023.704006208798,1454.2120600298301,14.304750594407802,15.020845886326999,10181.4883221663,41952.0332559775,2842.7863457124104,51.6828106639928,129.344958781322,11776.6392333358,78654.3623934317,64155.52,21.7338074902033,51566.010063122005,30177.155110164702,15579.7185045868,23.03862,5545.81215932176,10899.865321385601,1272.8461432081501,97451.0827124985,49.0486088855297,152399.215113318,1836.0739251549398,5923.63670499261
Sample_2834_Non-LCa,8.3875285202458,730.6080078304041,7740.06911580213,618.348622385677,277.392560305038,14023.704006208798,1667.73858489636,99.3405769468207,10899.865321385601,7236.07734143862,68.84945,2842.7863457124104,93.2325163220042,227.320096533558,232198.513652808,240.16460485053398,44.3977801796853,15.5430998734818,135.366272230162,20.75602,5545.81215932176,1750.45738445436,62.300417654270895,46.635585807651,3426.57091133942,51566.010063122005,1218.67335768311,105.98660692426,76.1735692393598,19451.7634340127,64155.5161261962,30177.16,56.5822168314823,152399.215113318,41952.0332559775,21787.9921465462,66.15084,3662.82923824221,6332.11299992453,421.616342639836,78654.3623934317,103.706767523862,97451.0827124985,1836.0739251549398,10181.4883221663
Sample_2835_Non-LCa,16.4227614944714,2030.9856345440198,10899.865321385601,344.643818007332,794.947978911189,30177.155110164702,1391.28404036806,74.63634275904091,5545.81215932176,7236.07734143862,39.19984,3921.6220505032898,27.411820075831297,470.136339529948,232198.513652808,261.77233759056196,20.217398932638602,7.95971797268171,36.4506124310931,198.9807,8877.773220715459,3215.2137194297497,8.08149213803708,9.46942619931438,17426.343930496398,41952.0332559775,2381.82495074225,548.538167069048,105.98660692426,25172.3282770189,51566.010063122005,97451.08,38.073202839490705,64155.5161261962,11776.6392333358,8308.73480684338,25.06277,9512.63251640146,19451.7634340127,1070.92459065281,78654.3623934317,179.976799311603,152399.215113318,3426.57091133942,12797.1981939553
Sample_2836_Non-LCa,24.011463430510602,2675.90952004589,25172.3282770189,113.066057970613,863.3128913421291,30177.155110164702,1272.8461432081501,240.16460485053398,6332.11299992453,8877.773220715459,148.3862,5923.63670499261,30.980815741990003,97.2755682163848,232198.513652808,470.136339529948,23.2715986645044,14.156835702742601,57.679426916205394,132.2764,12797.1981939553,7236.07734143862,15.020845886326999,14.695823486346299,10899.865321385601,41952.0332559775,1589.53973446776,1026.7681101921698,82.57323158217359,21787.9921465462,51566.010063122005,64155.52,59.96678008202699,97451.0827124985,15579.7185045868,17426.343930496398,135.3663,7740.06911580213,9512.63251640146,33.9919149586442,78654.3623934317,392.837518048399,152399.215113318,3215.2137194297497,11776.6392333358
Sample_2837_Non-LCa,10.9533542549051,437.027507684822,7740.06911580213,151.847708563988,221.16694420524502,51566.010063122005,1070.92459065281,49.920509276015,10181.4883221663,5923.63670499261,36.45061,1589.53973446776,31.784269716630803,129.344958781322,232198.513652808,76.1735692393598,21.9432960218363,9.23353478986803,24.5196478039582,70.2325,5545.81215932176,1026.7681101921698,12.144830086956198,13.671945938420901,5192.81196468206,21787.9921465462,984.1936777813651,64.7781396994912,77.74548898454009,6332.11299992453,64155.5161261962,41952.03,22.376270287449998,97451.0827124985,15579.7185045868,6759.71221132047,20.2174,12797.1981939553,30177.155110164702,4221.13135958984,152399.215113318,62.300417654270895,78654.3623934317,1218.67335768311,25172.3282770189
Sample_2838_Non-LCa,18.639796679306396,1589.53973446776,21787.9921465462,184.512439305276,392.837518048399,12797.1981939553,4537.8041803052,80.92728963512499,25172.3282770189,19451.7634340127,48.214859999999994,10899.865321385601,55.55096800004001,303.242752855959,232198.513652808,108.317860395874,84.2517950073013,12.442594895297301,42.994265551862604,52.624269999999996,14023.704006208798,3662.82923824221,13.044671959001699,17.9487422175724,9512.63251640146,64155.5161261962,3215.2137194297497,138.53237727081,97.2755682163848,15579.7185045868,97451.0827124985,78654.36,24.011463430510602,41952.0332559775,30177.155110164702,17426.343930496398,49.04861,4221.13135958984,6332.11299992453,85.9317731824274,51566.010063122005,115.498816274161,152399.215113318,4852.0476758985,2842.7863457124104
Sample_2839_Non-LCa,18.929495518547398,526.5307706908529,17426.343930496398,269.35208206311796,115.498816274161,15579.7185045868,2528.24715689304,51.6828106639928,30177.155110164702,21787.9921465462,23.51098,5923.63670499261,45.870562930770504,421.616342639836,232198.513652808,42.994265551862604,82.57323158217359,8.1532036386928,18.3519611832663,38.0732,12797.1981939553,1218.67335768311,10.1603956958251,10.184007309197199,6759.71221132047,41952.0332559775,2842.7863457124104,37.514253269444296,163.148218388304,3662.82923824221,97451.0827124985,51566.01,19.3873351097885,64155.5161261962,25172.3282770189,19451.7634340127,18.488889999999998,3921.6220505032898,11776.6392333358,1589.53973446776,78654.3623934317,39.795824986159204,152399.215113318,1667.73858489636,6332.11299992453
Sample_2840_Non-LCa,9.86216131170461,312.738478703014,19451.7634340127,204.27935851752102,240.16460485053398,30177.155110164702,2528.24715689304,84.2517950073013,15579.7185045868,21787.9921465462,25.89271,6332.11299992453,18.488887153753396,227.320096533558,232198.513652808,115.498816274161,49.920509276015,8.50086332528808,53.56975546946779,54.56038,10899.865321385601,794.947978911189,8.16671407734681,14.616884794885301,14023.704006208798,41952.0332559775,4221.13135958984,67.4421170742017,103.706767523862,3215.2137194297497,51566.010063122005,64155.52,14.230520260759802,78654.3623934317,25172.3282770189,10181.4883221663,23.2716,5545.81215932176,8308.73480684338,367.711492944881,97451.0827124985,79.29904113099771,152399.215113318,1117.70116449842,8877.773220715459
Sample_2841_Non-LCa,15.455028053324302,3017.03192133755,9512.63251640146,593.611671150147,392.837518048399,30177.155110164702,1218.67335768311,67.4421170742017,14023.704006208798,10899.865321385601,34.45661,4221.13135958984,48.214860646833,285.644299486775,232198.513652808,101.53100011269699,34.9395235885405,7.9814441669397,50.778602119226896,63.5476,3426.57091133942,5545.81215932176,9.09290736584641,22.153372168817896,7740.06911580213,41952.0332559775,1117.70116449842,227.320096533558,99.3405769468207,25172.3282770189,51566.010063122005,64155.52,33.9919149586442,97451.0827124985,19451.7634340127,11776.6392333358,30.98082,7236.07734143862,12797.1981939553,1589.53973446776,78654.3623934317,113.066057970613,152399.215113318,5923.63670499261,15579.7185045868
Sample_2842_Non-LCa,10.7820364382658,699.243150122401,25172.3282770189,175.60827454870602,233.49665564520802,12797.1981939553,3215.2137194297497,74.63634275904091,17426.343930496398,30177.155110164702,21.533,10899.865321385601,24.5196478039582,209.703574502162,232198.513652808,99.3405769468207,67.4421170742017,9.842942819966071,46.635585807651,82.57323000000001,11776.6392333358,1589.53973446776,8.693515584553111,12.442594895297301,8308.73480684338,51566.010063122005,5545.81215932176,53.56975546946779,59.96678008202699,4852.0476758985,78654.3623934317,97451.08,14.230520260759802,41952.0332559775,19451.7634340127,10181.4883221663,31.784270000000003,3921.6220505032898,7236.07734143862,355.83225493626196,64155.5161261962,84.2517950073013,152399.215113318,1667.73858489636,4537.8041803052
Sample_2843_Non-LCa,11.778666521756001,699.243150122401,21787.9921465462,49.0486088855297,120.702075582343,25172.3282770189,1391.28404036806,57.679426916205394,17426.343930496398,19451.7634340127,27.738879999999998,5545.81215932176,28.4059681055095,63.5475958878296,232198.513652808,66.15083665720671,39.795824986159204,9.719155141783132,19.0775172193713,42.33393,11776.6392333358,1454.2120600298301,9.671268470566881,10.6538333414114,7236.07734143862,41952.0332559775,2675.90952004589,51.6828106639928,32.2019323363262,3215.2137194297497,64155.5161261962,51566.01,16.9676906040049,78654.3623934317,30177.155110164702,15579.7185045868,21.135279999999998,4852.0476758985,10899.865321385601,179.976799311603,97451.0827124985,64.7781396994912,152399.215113318,1520.1000912033999,10181.4883221663
Sample_2844_Non-LCa,14.857045835564803,453.228853936807,21787.9921465462,42.3339257305628,392.837518048399,14023.704006208798,1836.0739251549398,71.7014519753727,19451.7634340127,25172.3282770189,45.10577,10899.865321385601,52.6242704202596,77.74548898454009,232198.513652808,175.60827454870602,48.214860646833,14.156835702742601,28.7478453470677,93.23252,12797.1981939553,1117.70116449842,14.3816632502837,12.7051873193147,17426.343930496398,41952.0332559775,3017.03192133755,115.498816274161,40.4159359410456,3215.2137194297497,51566.010063122005,64155.52,30.980815741990003,78654.3623934317,30177.155110164702,15579.7185045868,49.04861,5545.81215932176,7740.06911580213,68.8494526972984,97451.0827124985,155.432605771302,152399.215113318,1272.8461432081501,5923.63670499261
Sample_2845_LCa,14.9392569521354,3662.82923824221,21787.9921465462,1166.319710388,1117.70116449842,9512.63251640146,5923.63670499261,163.148218388304,17426.343930496398,41952.0332559775,68.84945,11776.6392333358,175.60827454870602,984.1936777813651,232198.513652808,333.518499007247,70.2325010571459,11.0231601275533,91.4024163082272,99.34058,25172.3282770189,6759.71221132047,35.9378393068898,46.635585807651,12797.1981939553,64155.5161261962,8308.73480684338,144.962771302323,487.995813577437,4852.0476758985,97451.0827124985,78654.36,41.0338561548156,14023.704006208798,30177.155110164702,15579.7185045868,50.7786,1931.9789591857398,2842.7863457124104,11.778666521756001,51566.010063122005,209.703574502162,152399.215113318,8877.773220715459,1070.92459065281
Sample_2846_LCa,14.616884794885301,1454.2120600298301,30177.155110164702,123.47744883288999,303.242752855959,9512.63251640146,4221.13135958984,48.214860646833,10181.4883221663,14023.704006208798,29.47025,8877.773220715459,45.1057662473435,240.16460485053398,232198.513652808,105.98660692426,93.2325163220042,8.2916625225238,26.7782366052488,89.55311,15579.7185045868,3921.6220505032898,10.0029442188956,12.7599418246755,12797.1981939553,51566.010063122005,6759.71221132047,50.778602119226896,115.498816274161,7236.07734143862,64155.5161261962,97451.08,15.9184153927063,21787.9921465462,41952.0332559775,19451.7634340127,18.9295,5545.81215932176,3662.82923824221,198.98066007321603,78654.3623934317,59.96678008202699,152399.215113318,4852.0476758985,1589.53973446776
Sample_2847_Non-LCa,23.2715986645044,1454.2120600298301,21787.9921465462,312.738478703014,367.711492944881,19451.7634340127,2842.7863457124104,80.92728963512499,14023.704006208798,17426.343930496398,28.40597,7740.06911580213,51.6828106639928,437.027507684822,232198.513652808,120.702075582343,70.2325010571459,8.96671278721157,45.1057662473435,52.624269999999996,11776.6392333358,3215.2137194297497,15.1927798471149,18.2183464228073,10899.865321385601,64155.5161261962,3921.6220505032898,82.57323158217359,151.847708563988,15579.7185045868,97451.0827124985,78654.36,35.9378393068898,41952.0332559775,30177.155110164702,25172.3282770189,36.45061,5545.81215932176,7236.07734143862,115.498816274161,51566.010063122005,87.75367829290221,152399.215113318,4852.0476758985,4537.8041803052
