,feature-0014,feature-0029,feature-0048,feature-0057,feature-0061,feature-0080,feature-0273,feature-0282,feature-0304,feature-0336,feature-0350,feature-0359,feature-0367,feature-0411,feature-0430,feature-0462,feature-0482,feature-0483,feature-0485,feature-0501,feature-0510,feature-0533,feature-0573,feature-0579,feature-0598,feature-0689,feature-0694,feature-0697,feature-0703,feature-0764,feature-0812,feature-0853,feature-0856,feature-0862,feature-0870,feature-0934,feature-0972,feature-0982,feature-1002,feature-1054,feature-1073,feature-1088,feature-1105,feature-1136,feature-1137
Sample_0794_Non-LCa,15.6330291916308,1070.92459065281,25172.3282770189,89.5531062052935,294.42909455968,15579.7185045868,3017.03192133755,99.3405769468207,17426.343930496398,19451.7634340127,56.58221999999999,10899.865321385601,55.55096800004001,184.512439305276,232198.513652808,113.066057970613,53.56975546946779,11.059758243898301,36.4506124310931,76.17357,12797.1981939553,2381.82495074225,10.3923083399688,11.915735402430698,21787.9921465462,41952.0332559775,5192.81196468206,159.191943645763,103.706767523862,11776.6392333358,97451.0827124985,64155.52,22.805361796076998,51566.010063122005,30177.155110164702,14023.704006208798,38.0732,3921.6220505032898,7236.07734143862,254.386329233115,78654.3623934317,101.53100011269699,152399.215113318,2675.90952004589,4221.13135958984
Sample_0795_Non-LCa,16.9676906040049,1331.1921790084,19451.7634340127,670.918723923204,171.344233089828,9512.63251640146,2842.7863457124104,46.635585807651,21787.9921465462,25172.3282770189,28.74785,15579.7185045868,95.20466004738279,380.31069337108596,232198.513652808,74.63634275904091,87.75367829290221,10.184007309197199,22.376270287449998,49.92051,10899.865321385601,2139.98805468982,10.883411810490802,10.2083415548848,14023.704006208798,51566.010063122005,4221.13135958984,42.994265551862604,151.847708563988,6759.71221132047,97451.0827124985,78654.36,20.217398932638602,41952.0332559775,30177.155110164702,17426.343930496398,25.06277,2381.82495074225,4852.0476758985,194.08420325880002,64155.5161261962,49.0486088855297,152399.215113318,2675.90952004589,3215.2137194297497
Sample_0796_Non-LCa,14.304750594407802,421.616342639836,11776.6392333358,204.27935851752102,148.386196474162,30177.155110164702,1026.7681101921698,59.96678008202699,21787.9921465462,17426.343930496398,29.824640000000002,3662.82923824221,41.0338561548156,380.31069337108596,232198.513652808,56.5822168314823,36.9768918957665,9.29420755296417,33.9919149586442,48.214859999999994,7236.07734143862,901.8004690409151,11.6916138044259,15.727565808794001,5923.63670499261,41952.0332559775,1667.73858489636,54.560376516045196,171.344233089828,6759.71221132047,64155.5161261962,51566.01,23.2715986645044,97451.0827124985,25172.3282770189,12797.1981939553,32.20193,6332.11299992453,19451.7634340127,2675.90952004589,78654.3623934317,61.140044682319704,152399.215113318,1070.92459065281,10899.865321385601
Sample_0797_Non-LCa,17.6871278044712,4221.13135958984,15579.7185045868,144.962771302323,863.3128913421291,25172.3282770189,1166.319710388,227.320096533558,2842.7863457124104,2528.24715689304,82.57323000000001,2252.99176070568,84.2517950073013,179.976799311603,232198.513652808,355.83225493626196,54.560376516045196,8.50086332528808,55.55096800004001,80.92729,8308.73480684338,9512.63251640146,13.8738914090159,12.4951865006026,7740.06911580213,51566.010063122005,1272.8461432081501,548.538167069048,91.4024163082272,30177.155110164702,41952.0332559775,64155.52,77.74548898454009,97451.0827124985,8877.773220715459,10181.4883221663,115.4988,12797.1981939553,11776.6392333358,151.847708563988,78654.3623934317,277.392560305038,152399.215113318,7236.07734143862,19451.7634340127
Sample_0798_Non-LCa,11.2468774290986,470.136339529948,19451.7634340127,58.76932789082021,204.27935851752102,30177.155110164702,1454.2120600298301,49.920509276015,17426.343930496398,25172.3282770189,29.10857,7740.06911580213,40.4159359410456,64.7781396994912,232198.513652808,82.57323158217359,32.6267773198688,8.81424156725603,22.376270287449998,55.55096999999999,9512.63251640146,1026.7681101921698,9.33686754524374,10.5928017619857,8308.73480684338,41952.0332559775,3017.03192133755,84.2517950073013,33.9919149586442,4537.8041803052,78654.3623934317,51566.01,20.7560205935488,64155.5161261962,21787.9921465462,15579.7185045868,30.190759999999997,7236.07734143862,14023.704006208798,209.703574502162,97451.0827124985,61.140044682319704,152399.215113318,1218.67335768311,10899.865321385601
Sample_0799_Non-LCa,11.6481608936464,2139.98805468982,19451.7634340127,101.53100011269699,333.518499007247,21787.9921465462,2842.7863457124104,67.4421170742017,12797.1981939553,17426.343930496398,35.42698,14023.704006208798,70.2325010571459,175.60827454870602,232198.513652808,113.066057970613,148.386196474162,9.326148210465051,27.411820075831297,54.56038,10899.865321385601,4537.8041803052,11.481834337226,13.8738914090159,9512.63251640146,64155.5161261962,3662.82923824221,80.92728963512499,66.15083665720671,15579.7185045868,78654.3623934317,97451.08,28.4059681055095,30177.155110164702,51566.010063122005,25172.3282770189,31.37023,6759.71221132047,11776.6392333358,108.317860395874,41952.0332559775,99.3405769468207,152399.215113318,5923.63670499261,3921.6220505032898
Sample_0800_Non-LCa,18.929495518547398,506.22737675109397,21787.9921465462,33.0825684225088,233.49665564520802,30177.155110164702,1331.1921790084,82.57323158217359,17426.343930496398,19451.7634340127,39.19984,6759.71221132047,51.6828106639928,70.2325010571459,232198.513652808,99.3405769468207,35.9378393068898,11.2096471361932,28.071462007249604,46.63559,12797.1981939553,1166.319710388,9.62347389691731,9.52180015022916,9512.63251640146,41952.0332559775,3662.82923824221,155.432605771302,40.4159359410456,5923.63670499261,64155.5161261962,51566.01,24.5196478039582,78654.3623934317,25172.3282770189,15579.7185045868,35.42698,6332.11299992453,14023.704006208798,227.320096533558,97451.0827124985,80.92728963512499,152399.215113318,1272.8461432081501,10181.4883221663
Sample_0801_LCa,17.3197367433902,3921.6220505032898,30177.155110164702,269.35208206311796,984.1936777813651,4852.0476758985,2252.99176070568,333.518499007247,17426.343930496398,12797.1981939553,80.92729,11776.6392333358,198.98066007321603,277.392560305038,232198.513652808,506.22737675109397,17.8156196948293,8.497112744139809,36.4506124310931,406.8175,15579.7185045868,10899.865321385601,8.66213752689114,8.56143062226593,4221.13135958984,64155.5161261962,3017.03192133755,380.31069337108596,135.366272230162,7236.07734143862,97451.0827124985,78654.36,51.6828106639928,41952.0332559775,19451.7634340127,25172.3282770189,105.9866,2528.24715689304,1166.319710388,9.326148210465051,51566.010063122005,312.738478703014,152399.215113318,7740.06911580213,1391.28404036806
Sample_0802_Non-LCa,14.4585366400263,1931.9789591857398,21787.9921465462,1117.70116449842,155.432605771302,14023.704006208798,5923.63670499261,49.0486088855297,17426.343930496398,11776.6392333358,23.03862,7236.07734143862,59.96678008202699,163.148218388304,232198.513652808,67.4421170742017,215.350500234005,9.21448993918548,25.8927078815518,73.14088000000001,12797.1981939553,2842.7863457124104,11.5648458262678,11.915735402430698,10899.865321385601,51566.010063122005,2528.24715689304,55.55096800004001,97.2755682163848,19451.7634340127,78654.3623934317,64155.52,17.9487422175724,30177.155110164702,41952.0332559775,25172.3282770189,20.75602,3921.6220505032898,4852.0476758985,1166.319710388,97451.0827124985,45.870562930770504,152399.215113318,3662.82923824221,3215.2137194297497
Sample_0803_Non-LCa,10.4746808792755,303.242752855959,15579.7185045868,593.611671150147,312.738478703014,19451.7634340127,2139.98805468982,132.276438599231,25172.3282770189,30177.155110164702,30.190759999999997,5923.63670499261,49.920509276015,670.918723923204,232198.513652808,135.366272230162,93.2325163220042,9.37136114378541,32.2019323363262,45.87056,12797.1981939553,794.947978911189,14.304750594407802,8.76659779884868,9512.63251640146,41952.0332559775,2381.82495074225,59.96678008202699,227.320096533558,4537.8041803052,97451.0827124985,51566.01,27.411820075831297,78654.3623934317,21787.9921465462,11776.6392333358,25.33964,3921.6220505032898,10181.4883221663,1667.73858489636,64155.5161261962,95.20466004738279,152399.215113318,762.428505477662,7740.06911580213
Sample_0804_Non-LCa,10.114749417476501,3426.57091133942,25172.3282770189,1520.1000912033999,730.6080078304041,14023.704006208798,6759.71221132047,247.250629668951,21787.9921465462,6332.11299992453,40.41594,4852.0476758985,148.386196474162,1331.1921790084,232198.513652808,179.976799311603,101.53100011269699,11.2096471361932,93.2325163220042,49.92051,12797.1981939553,7236.07734143862,13.5422693116226,25.3396385993112,15579.7185045868,41952.0332559775,5545.81215932176,215.350500234005,570.7599181686061,51566.010063122005,64155.5161261962,97451.08,27.7388829335576,17426.343930496398,78654.3623934317,30177.155110164702,67.44211999999999,3215.2137194297497,3662.82923824221,141.838947696022,19451.7634340127,221.16694420524502,152399.215113318,5923.63670499261,2252.99176070568
Sample_0805_LCa,12.193349394888301,2675.90952004589,25172.3282770189,526.5307706908529,294.42909455968,15579.7185045868,5923.63670499261,144.962771302323,19451.7634340127,21787.9921465462,39.79582,12797.1981939553,155.432605771302,643.661923473448,232198.513652808,97.2755682163848,138.53237727081,10.8153396729161,48.214860646833,52.624269999999996,14023.704006208798,5545.81215932176,15.1927798471149,16.0137218461147,10181.4883221663,64155.5161261962,7740.06911580213,91.4024163082272,184.512439305276,10899.865321385601,78654.3623934317,97451.08,29.824640242979303,17426.343930496398,51566.010063122005,41952.0332559775,46.63559,3921.6220505032898,7236.07734143862,11.481834337226,30177.155110164702,82.57323158217359,152399.215113318,8308.73480684338,2252.99176070568
Sample_0806_Non-LCa,12.814077536061001,506.22737675109397,19451.7634340127,42.3339257305628,269.35208206311796,30177.155110164702,2252.99176070568,70.2325010571459,9512.63251640146,25172.3282770189,32.20193,12797.1981939553,35.9378393068898,175.60827454870602,232198.513652808,97.2755682163848,42.994265551862604,11.5229744768258,52.6242704202596,53.569759999999995,17426.343930496398,901.8004690409151,9.98253727833132,10.623462650960999,10899.865321385601,64155.5161261962,5192.81196468206,108.317860395874,58.76932789082021,4537.8041803052,51566.010063122005,97451.08,17.8156196948293,41952.0332559775,21787.9921465462,14023.704006208798,33.082570000000004,7236.07734143862,11776.6392333358,113.066057970613,78654.3623934317,95.20466004738279,152399.215113318,1218.67335768311,5545.81215932176
Sample_0807_LCa,13.5422693116226,2030.9856345440198,21787.9921465462,294.42909455968,333.518499007247,6332.11299992453,10899.865321385601,105.98660692426,51566.010063122005,30177.155110164702,97.27557,12797.1981939553,159.191943645763,1070.92459065281,232198.513652808,138.53237727081,179.976799311603,11.3233051480806,58.76932789082021,52.624269999999996,17426.343930496398,4537.8041803052,18.929495518547398,14.616884794885301,8877.773220715459,64155.5161261962,6759.71221132047,77.74548898454009,277.392560305038,2381.82495074225,97451.0827124985,78654.36,44.3977801796853,15579.7185045868,41952.0332559775,19451.7634340127,68.84945,1331.1921790084,2252.99176070568,19.7141512717048,25172.3282770189,91.4024163082272,152399.215113318,5545.81215932176,1026.7681101921698
Sample_0808_Non-LCa,14.4585366400263,1272.8461432081501,19451.7634340127,89.5531062052935,215.350500234005,14023.704006208798,5192.81196468206,126.322154083472,30177.155110164702,21787.9921465462,41.66941,11776.6392333358,52.6242704202596,87.75367829290221,232198.513652808,93.2325163220042,115.498816274161,8.116768354680481,24.011463430510602,54.56038,10181.4883221663,2528.24715689304,10.5928017619857,10.114749417476501,15579.7185045868,51566.010063122005,3921.6220505032898,95.20466004738279,58.76932789082021,10899.865321385601,97451.0827124985,78654.36,32.6267773198688,41952.0332559775,25172.3282770189,17426.343930496398,36.976890000000004,3215.2137194297497,6759.71221132047,506.22737675109397,64155.5161261962,80.92728963512499,152399.215113318,2252.99176070568,2842.7863457124104
Sample_0809_Non-LCa,10.3923083399688,794.947978911189,15579.7185045868,167.06300726953398,138.53237727081,21787.9921465462,2381.82495074225,73.14087853937879,19451.7634340127,8877.773220715459,28.74785,5545.81215932176,59.96678008202699,204.27935851752102,232198.513652808,63.5475958878296,209.703574502162,9.52180015022916,30.1907616163388,39.19984,6332.11299992453,1667.73858489636,13.413918680806999,14.7760015313076,4537.8041803052,41952.0332559775,1750.45738445436,62.300417654270895,87.75367829290221,17426.343930496398,78654.3623934317,51566.01,26.7782366052488,97451.0827124985,30177.155110164702,25172.3282770189,29.10857,5923.63670499261,9512.63251640146,421.616342639836,64155.5161261962,49.920509276015,152399.215113318,1931.9789591857398,10181.4883221663
Sample_0810_LCa,14.695823486346299,2139.98805468982,41952.0332559775,240.16460485053398,303.242752855959,10899.865321385601,4537.8041803052,115.498816274161,12797.1981939553,21787.9921465462,49.92051,11776.6392333358,68.8494526972984,699.243150122401,232198.513652808,123.47744883288999,97.2755682163848,10.0029442188956,33.5267910760004,62.300419999999995,15579.7185045868,5192.81196468206,11.734601700518802,13.044671959001699,51566.010063122005,64155.5161261962,8877.773220715459,101.53100011269699,285.644299486775,14023.704006208798,78654.3623934317,97451.08,19.7141512717048,19451.7634340127,25172.3282770189,17426.343930496398,41.03386,3426.57091133942,4852.0476758985,20.9421590047581,30177.155110164702,84.2517950073013,152399.215113318,4221.13135958984,2381.82495074225
Sample_0811_Non-LCa,15.020845886326999,570.7599181686061,17426.343930496398,593.611671150147,984.1936777813651,8877.773220715459,7740.06911580213,194.08420325880002,21787.9921465462,11776.6392333358,27.411820000000002,5923.63670499261,26.7782366052488,2139.98805468982,232198.513652808,171.344233089828,76.1735692393598,9.09290736584641,123.47744883288999,159.1919,10181.4883221663,1750.45738445436,16.3149793837698,56.5822168314823,10899.865321385601,51566.010063122005,4221.13135958984,184.512439305276,618.348622385677,25172.3282770189,97451.0827124985,78654.36,24.7882527943065,41952.0332559775,30177.155110164702,19451.7634340127,21.733810000000002,2842.7863457124104,3017.03192133755,151.847708563988,64155.5161261962,254.386329233115,152399.215113318,1454.2120600298301,3662.82923824221
Sample_0812_Non-LCa,12.0526712513815,618.348622385677,19451.7634340127,863.3128913421291,135.366272230162,10181.4883221663,5923.63670499261,42.3339257305628,30177.155110164702,25172.3282770189,23.51098,10899.865321385601,28.7478453470677,91.4024163082272,232198.513652808,49.0486088855297,215.350500234005,9.671268470566881,20.3917261168462,53.569759999999995,11776.6392333358,1331.1921790084,10.504247235206199,10.4194735276091,12797.1981939553,51566.010063122005,3662.82923824221,45.1057662473435,41.6694090892834,5192.81196468206,97451.0827124985,64155.52,18.929495518547398,41952.0332559775,21787.9921465462,15579.7185045868,18.21835,2675.90952004589,4221.13135958984,1454.2120600298301,78654.3623934317,36.4506124310931,152399.215113318,1836.0739251549398,3921.6220505032898
Sample_0813_Non-LCa,11.778666521756001,1218.67335768311,25172.3282770189,380.31069337108596,221.16694420524502,21787.9921465462,3426.57091133942,77.74548898454009,8877.773220715459,12797.1981939553,37.51425,5192.81196468206,61.140044682319704,392.837518048399,232198.513652808,97.2755682163848,76.1735692393598,12.2931385552198,51.6828106639928,49.04861,10899.865321385601,2528.24715689304,16.0137218461147,18.7810050390187,9512.63251640146,51566.010063122005,4852.0476758985,99.3405769468207,123.47744883288999,41952.0332559775,30177.155110164702,97451.08,24.7882527943065,64155.5161261962,19451.7634340127,11776.6392333358,41.66941,5545.81215932176,7236.07734143862,470.136339529948,78654.3623934317,138.53237727081,152399.215113318,2381.82495074225,6759.71221132047
Sample_0814_Non-LCa,11.3233051480806,1589.53973446776,17426.343930496398,506.22737675109397,135.366272230162,15579.7185045868,2030.9856345440198,70.2325010571459,25172.3282770189,21787.9921465462,20.94216,8877.773220715459,71.7014519753727,730.6080078304041,232198.513652808,51.6828106639928,64.7781396994912,8.47590840799764,21.9432960218363,29.824640000000002,12797.1981939553,2675.90952004589,8.87791182968544,9.31536060659466,5545.81215932176,41952.0332559775,2381.82495074225,33.5267910760004,209.703574502162,3921.6220505032898,64155.5161261962,51566.01,18.488887153753396,97451.0827124985,30177.155110164702,19451.7634340127,18.9295,3017.03192133755,5192.81196468206,159.191943645763,78654.3623934317,35.4269757380535,152399.215113318,4221.13135958984,3426.57091133942
Sample_0815_Non-LCa,10.533920673207302,3017.03192133755,19451.7634340127,126.322154083472,470.136339529948,14023.704006208798,3215.2137194297497,110.678700681952,12797.1981939553,10899.865321385601,51.682809999999996,6759.71221132047,84.2517950073013,303.242752855959,232198.513652808,159.191943645763,63.5475958878296,12.651255637523901,64.7781396994912,59.96678000000001,11776.6392333358,7740.06911580213,15.821440102302802,28.071462007249604,15579.7185045868,78654.3623934317,5545.81215932176,240.16460485053398,108.317860395874,41952.0332559775,64155.5161261962,97451.08,43.689084284921506,25172.3282770189,30177.155110164702,21787.9921465462,73.14088000000001,4221.13135958984,3426.57091133942,42.994265551862604,51566.010063122005,135.366272230162,152399.215113318,6332.11299992453,2675.90952004589
Sample_0816_Non-LCa,11.915735402430698,1750.45738445436,19451.7634340127,261.77233759056196,209.703574502162,14023.704006208798,1931.9789591857398,48.214860646833,25172.3282770189,21787.9921465462,23.51098,11776.6392333358,45.870562930770504,247.250629668951,232198.513652808,87.75367829290221,62.300417654270895,8.56514736196771,25.3396385993112,45.10577,15579.7185045868,3921.6220505032898,9.494844149146891,10.6538333414114,12797.1981939553,51566.010063122005,3662.82923824221,74.63634275904091,115.498816274161,8877.773220715459,97451.0827124985,64155.52,18.2183464228073,41952.0332559775,30177.155110164702,17426.343930496398,22.80536,2528.24715689304,7236.07734143862,179.976799311603,78654.3623934317,53.56975546946779,152399.215113318,4852.0476758985,2842.7863457124104
Sample_0817_Non-LCa,9.719155141783132,406.817520865886,7236.07734143862,144.962771302323,120.702075582343,64155.5161261962,1454.2120600298301,54.560376516045196,8308.73480684338,5545.81215932176,25.89271,2030.9856345440198,25.3396385993112,179.976799311603,232198.513652808,61.140044682319704,51.6828106639928,8.860269731844731,30.980815741990003,49.92051,6759.71221132047,1026.7681101921698,12.098506335380002,13.2253905883902,5192.81196468206,25172.3282770189,762.428505477662,37.514253269444296,70.2325010571459,7740.06911580213,51566.010063122005,41952.03,21.5329980068964,97451.0827124985,15579.7185045868,10899.865321385601,18.6398,10181.4883221663,30177.155110164702,2528.24715689304,152399.215113318,47.4228416267665,78654.3623934317,1331.1921790084,21787.9921465462
Sample_0818_Non-LCa,12.7599418246755,618.348622385677,21787.9921465462,93.2325163220042,277.392560305038,30177.155110164702,1272.8461432081501,91.4024163082272,12797.1981939553,19451.7634340127,28.74785,7740.06911580213,34.456609647429296,175.60827454870602,232198.513652808,84.2517950073013,42.994265551862604,9.77086097985854,31.3702316581962,66.15084,6759.71221132047,1331.1921790084,10.6538333414114,13.8738914090159,9512.63251640146,41952.0332559775,3921.6220505032898,76.1735692393598,80.92728963512499,10181.4883221663,78654.3623934317,51566.01,22.593518734393896,64155.5161261962,25172.3282770189,17426.343930496398,29.47025,7236.07734143862,15579.7185045868,794.947978911189,97451.0827124985,74.63634275904091,152399.215113318,1750.45738445436,8877.773220715459
Sample_0819_Non-LCa,12.2931385552198,794.947978911189,21787.9921465462,52.6242704202596,294.42909455968,30177.155110164702,1166.319710388,95.20466004738279,10181.4883221663,17426.343930496398,34.45661,5192.81196468206,41.6694090892834,101.53100011269699,232198.513652808,99.3405769468207,29.824640242979303,9.59364635252776,35.4269757380535,64.77814000000001,12797.1981939553,1391.28404036806,11.6481608936464,13.9429951894555,14023.704006208798,41952.0332559775,3215.2137194297497,82.57323158217359,49.920509276015,6759.71221132047,78654.3623934317,51566.01,19.7141512717048,64155.5161261962,25172.3282770189,15579.7185045868,32.62678,8877.773220715459,19451.7634340127,175.60827454870602,97451.0827124985,85.9317731824274,152399.215113318,1589.53973446776,9512.63251640146
Sample_0820_LCa,12.651255637523901,1454.2120600298301,19451.7634340127,138.53237727081,285.644299486775,21787.9921465462,2528.24715689304,82.57323158217359,8308.73480684338,5923.63670499261,45.87056,4852.0476758985,70.2325010571459,901.8004690409151,232198.513652808,113.066057970613,62.300417654270895,9.09290736584641,33.0825684225088,48.214859999999994,17426.343930496398,3215.2137194297497,12.392569556608601,9.789021247483179,12797.1981939553,51566.010063122005,4537.8041803052,55.55096800004001,261.77233759056196,10899.865321385601,64155.5161261962,78654.36,25.3396385993112,41952.0332559775,30177.155110164702,15579.7185045868,35.93784,6759.71221132047,7236.07734143862,101.53100011269699,97451.0827124985,67.4421170742017,152399.215113318,3921.6220505032898,5545.81215932176
Sample_0821_Non-LCa,10.5638940147314,762.428505477662,19451.7634340127,85.9317731824274,367.711492944881,25172.3282770189,1931.9789591857398,105.98660692426,15579.7185045868,21787.9921465462,32.62678,8877.773220715459,24.5196478039582,175.60827454870602,232198.513652808,103.706767523862,42.994265551862604,11.401234991315901,44.3977801796853,59.96678000000001,12797.1981939553,1667.73858489636,10.6538333414114,17.6871278044712,17426.343930496398,41952.0332559775,2675.90952004589,82.57323158217359,110.678700681952,7236.07734143862,78654.3623934317,51566.01,17.564548232644,64155.5161261962,30177.155110164702,14023.704006208798,24.01146,6759.71221132047,9512.63251640146,108.317860395874,97451.0827124985,93.2325163220042,152399.215113318,1750.45738445436,4537.8041803052
Sample_0822_Non-LCa,11.8224391067031,1750.45738445436,12797.1981939553,132.276438599231,618.348622385677,51566.010063122005,2030.9856345440198,71.7014519753727,11776.6392333358,8877.773220715459,30.58922,3662.82923824221,20.3917261168462,285.644299486775,232198.513652808,123.47744883288999,57.679426916205394,8.029714175854139,63.5475958878296,135.3663,6759.71221132047,3215.2137194297497,11.096939311145801,37.514253269444296,9512.63251640146,25172.3282770189,2675.90952004589,141.838947696022,89.5531062052935,30177.155110164702,64155.5161261962,97451.08,45.1057662473435,41952.0332559775,21787.9921465462,14023.704006208798,30.98082,15579.7185045868,17426.343930496398,1520.1000912033999,78654.3623934317,184.512439305276,152399.215113318,4852.0476758985,10899.865321385601
Sample_0823_Non-LCa,34.456609647429296,3921.6220505032898,25172.3282770189,618.348622385677,506.22737675109397,15579.7185045868,2528.24715689304,135.366272230162,17426.343930496398,19451.7634340127,21.533,10899.865321385601,49.0486088855297,863.3128913421291,232198.513652808,194.08420325880002,31.784269716630803,8.451520602752769,32.6267773198688,85.93177,12797.1981939553,4852.0476758985,8.62704241659824,16.743927268748802,30177.155110164702,51566.010063122005,2675.90952004589,49.920509276015,355.83225493626196,14023.704006208798,97451.0827124985,78654.36,13.413918680806999,41952.0332559775,21787.9921465462,11776.6392333358,21.733810000000002,5923.63670499261,5545.81215932176,41.0338561548156,64155.5161261962,159.191943645763,152399.215113318,5192.81196468206,3662.82923824221
Sample_0824_Non-LCa,10.5638940147314,1272.8461432081501,21787.9921465462,95.20466004738279,277.392560305038,19451.7634340127,2675.90952004589,110.678700681952,11776.6392333358,12797.1981939553,45.10577,8877.773220715459,80.92728963512499,113.066057970613,232198.513652808,123.47744883288999,67.4421170742017,10.311828707054,33.9919149586442,64.77814000000001,7236.07734143862,3426.57091133942,13.3504190681825,12.442594895297301,10899.865321385601,51566.010063122005,3921.6220505032898,179.976799311603,68.8494526972984,17426.343930496398,97451.0827124985,78654.36,29.824640242979303,41952.0332559775,30177.155110164702,25172.3282770189,59.96678000000001,5545.81215932176,9512.63251640146,43.689084284921506,64155.5161261962,97.2755682163848,152399.215113318,3215.2137194297497,7740.06911580213
Sample_0825_Non-LCa,10.9181515080134,1667.73858489636,25172.3282770189,194.08420325880002,506.22737675109397,12797.1981939553,5545.81215932176,312.738478703014,15579.7185045868,17426.343930496398,59.96678000000001,10899.865321385601,101.53100011269699,254.386329233115,232198.513652808,204.27935851752102,80.92728963512499,9.359751021287071,42.994265551862604,56.58221999999999,11776.6392333358,4537.8041803052,16.743927268748802,12.098506335380002,8308.73480684338,51566.010063122005,3662.82923824221,175.60827454870602,129.344958781322,14023.704006208798,78654.3623934317,97451.08,53.56975546946779,30177.155110164702,41952.0332559775,21787.9921465462,66.15084,5192.81196468206,6332.11299992453,13.804520937910302,64155.5161261962,110.678700681952,152399.215113318,3921.6220505032898,4852.0476758985
Sample_0826_Non-LCa,19.8792505043902,863.3128913421291,30177.155110164702,189.249340357013,548.538167069048,12797.1981939553,3662.82923824221,118.082862653931,25172.3282770189,21787.9921465462,70.2325,7236.07734143862,24.7882527943065,367.711492944881,232198.513652808,254.386329233115,84.2517950073013,10.0029442188956,79.29904113099771,103.7068,17426.343930496398,2030.9856345440198,8.98690629622051,9.54952594377658,15579.7185045868,41952.0332559775,3017.03192133755,198.98066007321603,141.838947696022,9512.63251640146,78654.3623934317,51566.01,24.5196478039582,64155.5161261962,19451.7634340127,11776.6392333358,53.569759999999995,6332.11299992453,5545.81215932176,126.322154083472,97451.0827124985,184.512439305276,152399.215113318,1836.0739251549398,5192.81196468206
Sample_0827_Non-LCa,14.230520260759802,730.6080078304041,21787.9921465462,406.817520865886,333.518499007247,15579.7185045868,3017.03192133755,151.847708563988,14023.704006208798,12797.1981939553,38.622679999999995,8308.73480684338,67.4421170742017,699.243150122401,232198.513652808,129.344958781322,80.92728963512499,10.504247235206199,36.9768918957665,45.10577,10181.4883221663,2030.9856345440198,12.442594895297301,12.007022053974302,5192.81196468206,41952.0332559775,3426.57091133942,135.366272230162,209.703574502162,11776.6392333358,97451.0827124985,64155.52,28.7478453470677,51566.010063122005,30177.155110164702,25172.3282770189,36.45061,5545.81215932176,7740.06911580213,269.35208206311796,78654.3623934317,126.322154083472,152399.215113318,1750.45738445436,6759.71221132047
Sample_0828_Non-LCa,17.564548232644,2675.90952004589,19451.7634340127,618.348622385677,699.243150122401,21787.9921465462,2139.98805468982,84.2517950073013,9512.63251640146,17426.343930496398,39.79582,11776.6392333358,49.920509276015,526.5307706908529,232198.513652808,194.08420325880002,44.3977801796853,7.799897580909491,36.9768918957665,132.2764,10181.4883221663,3921.6220505032898,8.67545434618328,11.6481608936464,30177.155110164702,41952.0332559775,3426.57091133942,221.16694420524502,175.60827454870602,10899.865321385601,64155.5161261962,97451.08,37.514253269444296,51566.010063122005,25172.3282770189,15579.7185045868,23.75662,4537.8041803052,7740.06911580213,151.847708563988,78654.3623934317,138.53237727081,152399.215113318,4221.13135958984,5923.63670499261
Sample_0829_Non-LCa,13.7373058417569,1218.67335768311,30177.155110164702,209.703574502162,593.611671150147,12797.1981939553,7740.06911580213,101.53100011269699,17426.343930496398,25172.3282770189,57.67943,11776.6392333358,39.19984070009,421.616342639836,232198.513652808,221.16694420524502,123.47744883288999,11.0231601275533,56.5822168314823,61.14004,19451.7634340127,2675.90952004589,11.2096471361932,8.044379132486549,14023.704006208798,41952.0332559775,8308.73480684338,204.27935851752102,151.847708563988,9512.63251640146,97451.0827124985,78654.36,34.456609647429296,51566.010063122005,21787.9921465462,15579.7185045868,58.769330000000004,3017.03192133755,5545.81215932176,470.136339529948,64155.5161261962,175.60827454870602,152399.215113318,2030.9856345440198,3215.2137194297497
Sample_0830_Non-LCa,16.1135799258577,4221.13135958984,19451.7634340127,380.31069337108596,670.918723923204,25172.3282770189,1331.1921790084,70.2325010571459,10899.865321385601,14023.704006208798,43.68908,7236.07734143862,31.784269716630803,333.518499007247,232198.513652808,209.703574502162,33.5267910760004,8.1532036386928,35.9378393068898,108.3179,12797.1981939553,6759.71221132047,9.12531439422769,15.367324956266902,21787.9921465462,41952.0332559775,1931.9789591857398,392.837518048399,115.498816274161,30177.155110164702,78654.3623934317,97451.08,36.4506124310931,64155.5161261962,17426.343930496398,11776.6392333358,36.976890000000004,5545.81215932176,10181.4883221663,1070.92459065281,51566.010063122005,148.386196474162,152399.215113318,7740.06911580213,5923.63670499261
Sample_0831_Non-LCa,14.0857609797436,1331.1921790084,25172.3282770189,215.350500234005,406.817520865886,11776.6392333358,8308.73480684338,138.53237727081,51566.010063122005,21787.9921465462,45.87056,15579.7185045868,99.3405769468207,437.027507684822,232198.513652808,155.432605771302,159.191943645763,8.761465871029671,32.6267773198688,66.15084,14023.704006208798,4537.8041803052,14.230520260759802,15.020845886326999,7740.06911580213,64155.5161261962,6332.11299992453,103.706767523862,163.148218388304,10181.4883221663,97451.0827124985,78654.36,31.3702316581962,19451.7634340127,30177.155110164702,17426.343930496398,38.0732,3017.03192133755,3662.82923824221,13.7373058417569,41952.0332559775,85.9317731824274,152399.215113318,3921.6220505032898,1931.9789591857398
