,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,25172.3282770189,6759.71221132047,943.2734728139619,5923.63670499261,3426.57091133942,15579.7185045868,1166.32,19451.7634340127,232198.513652808,5545.81215932176,506.22737675109397,3017.03192133755,984.1936777813651,7740.06911580213,17426.343930496398,1454.2120600298301,21787.9921465462,4852.0476758985,221.16694420524502,8308.73480684338,64155.5161261962,3662.82923824221,593.611671150147,2252.99176070568,78654.3623934317,227.320096533558,2139.98805468982,97451.08,41952.0332559775,30177.155110164702,487.995813577437,9512.63251640146,4221.13135958984,12797.1981939553,4537.8041803052,2381.82495074225,1750.457,1931.9789591857398,51566.010063122005,152399.215113318,14023.704006208798,1331.1921790084,10899.865321385601,303.242752855959
1,15579.7185045868,12797.1981939553,1218.67335768311,3215.2137194297497,10181.4883221663,30177.155110164702,901.8005,17426.343930496398,232198.513652808,9512.63251640146,1391.28404036806,1070.92459065281,380.31069337108596,14023.704006208798,11776.6392333358,4221.13135958984,8308.73480684338,2252.99176070568,303.242752855959,3921.6220505032898,41952.0332559775,1272.8461432081501,285.644299486775,1836.0739251549398,97451.0827124985,240.16460485053398,1750.45738445436,78654.36,51566.010063122005,25172.3282770189,984.1936777813651,5545.81215932176,1331.1921790084,21787.9921465462,6759.71221132047,2675.90952004589,3017.032,1026.7681101921698,64155.5161261962,152399.215113318,7740.06911580213,7236.07734143862,4537.8041803052,179.976799311603
2,10181.4883221663,17426.343930496398,1166.319710388,901.8004690409151,5192.81196468206,7236.07734143862,984.1937,6332.11299992453,232198.513652808,8308.73480684338,2139.98805468982,1520.1000912033999,593.611671150147,11776.6392333358,7740.06911580213,3017.03192133755,12797.1981939553,1931.9789591857398,548.538167069048,3662.82923824221,30177.155110164702,1272.8461432081501,487.995813577437,1589.53973446776,64155.5161261962,312.738478703014,1026.7681101921698,41952.03,78654.3623934317,15579.7185045868,1218.67335768311,2675.90952004589,1750.45738445436,8877.773220715459,14023.704006208798,10899.865321385601,3215.2140000000004,333.518499007247,97451.0827124985,152399.215113318,4537.8041803052,9512.63251640146,6759.71221132047,175.60827454870602
3,21787.9921465462,10899.865321385601,901.8004690409151,1391.28404036806,2528.24715689304,15579.7185045868,1454.2120000000002,17426.343930496398,232198.513652808,11776.6392333358,1589.53973446776,1070.92459065281,670.918723923204,8877.773220715459,19451.7634340127,2381.82495074225,30177.155110164702,3921.6220505032898,487.995813577437,5192.81196468206,41952.0332559775,1667.73858489636,421.616342639836,1931.9789591857398,51566.010063122005,312.738478703014,1026.7681101921698,64155.52,97451.0827124985,14023.704006208798,618.348622385677,2675.90952004589,4221.13135958984,10181.4883221663,8308.73480684338,5923.63670499261,2139.988,943.2734728139619,78654.3623934317,152399.215113318,5545.81215932176,6332.11299992453,6759.71221132047,269.35208206311796
4,12797.1981939553,15579.7185045868,2030.9856345440198,2252.99176070568,9512.63251640146,10899.865321385601,1166.32,8877.773220715459,232198.513652808,11776.6392333358,2528.24715689304,1750.45738445436,670.918723923204,14023.704006208798,7236.07734143862,3426.57091133942,5545.81215932176,2381.82495074225,526.5307706908529,5192.81196468206,41952.0332559775,1218.67335768311,618.348622385677,4221.13135958984,78654.3623934317,355.83225493626196,1520.1000912033999,51566.01,64155.5161261962,25172.3282770189,1667.73858489636,2842.7863457124104,1331.1921790084,17426.343930496398,21787.9921465462,5923.63670499261,3017.032,863.3128913421291,97451.0827124985,152399.215113318,10181.4883221663,6759.71221132047,6332.11299992453,367.711492944881
5,19451.7634340127,7236.07734143862,4852.0476758985,5923.63670499261,6332.11299992453,21787.9921465462,984.1937,17426.343930496398,232198.513652808,14023.704006208798,762.428505477662,1117.70116449842,1331.1921790084,8877.773220715459,15579.7185045868,1520.1000912033999,12797.1981939553,3426.57091133942,593.611671150147,7740.06911580213,64155.5161261962,1931.9789591857398,794.947978911189,8308.73480684338,97451.0827124985,453.228853936807,3921.6220505032898,78654.36,25172.3282770189,41952.0332559775,1166.319710388,2528.24715689304,4221.13135958984,30177.155110164702,5192.81196468206,3215.2137194297497,943.2735,1589.53973446776,51566.010063122005,152399.215113318,10181.4883221663,2252.99176070568,2381.82495074225,437.027507684822
6,7740.06911580213,4537.8041803052,91.4024163082272,1520.1000912033999,3662.82923824221,1070.92459065281,3426.571,2030.9856345440198,152399.215113318,11776.6392333358,1166.319710388,762.428505477662,261.77233759056196,5923.63670499261,5545.81215932176,2528.24715689304,9512.63251640146,6759.71221132047,730.6080078304041,4221.13135958984,41952.0332559775,1272.8461432081501,294.42909455968,392.837518048399,25172.3282770189,269.35208206311796,175.60827454870602,97451.08,51566.010063122005,14023.704006208798,367.711492944881,984.1936777813651,1667.73858489636,19451.7634340127,21787.9921465462,8308.73480684338,5192.812,277.392560305038,78654.3623934317,232198.513652808,3921.6220505032898,2675.90952004589,4852.0476758985,179.976799311603
7,21787.9921465462,6332.11299992453,2252.99176070568,2030.9856345440198,3215.2137194297497,15579.7185045868,1454.2120000000002,19451.7634340127,232198.513652808,10181.4883221663,762.428505477662,2139.98805468982,1166.319710388,8308.73480684338,12797.1981939553,1931.9789591857398,17426.343930496398,3662.82923824221,618.348622385677,5545.81215932176,41952.0332559775,2675.90952004589,548.538167069048,4537.8041803052,97451.0827124985,453.228853936807,3017.03192133755,64155.52,51566.010063122005,30177.155110164702,1070.92459065281,5192.81196468206,3921.6220505032898,14023.704006208798,11776.6392333358,4852.0476758985,1520.1,1218.67335768311,78654.3623934317,152399.215113318,8877.773220715459,3426.57091133942,6759.71221132047,194.08420325880002
8,25172.3282770189,7740.06911580213,3215.2137194297497,2675.90952004589,4537.8041803052,21787.9921465462,699.2432,30177.155110164702,232198.513652808,10181.4883221663,863.3128913421291,1836.0739251549398,1070.92459065281,5192.81196468206,11776.6392333358,1520.1000912033999,10899.865321385601,2842.7863457124104,506.22737675109397,6759.71221132047,51566.010063122005,1454.2120600298301,593.611671150147,5545.81215932176,97451.0827124985,171.344233089828,2252.99176070568,64155.52,41952.0332559775,19451.7634340127,901.8004690409151,3662.82923824221,1931.9789591857398,12797.1981939553,8308.73480684338,3921.6220505032898,1272.846,984.1936777813651,78654.3623934317,152399.215113318,14023.704006208798,4221.13135958984,9512.63251640146,322.93778558439203
9,30177.155110164702,6759.71221132047,2139.98805468982,4221.13135958984,8877.773220715459,17426.343930496398,828.2064,25172.3282770189,232198.513652808,9512.63251640146,863.3128913421291,1520.1000912033999,984.1936777813651,6332.11299992453,15579.7185045868,670.918723923204,11776.6392333358,3017.03192133755,794.947978911189,5545.81215932176,51566.010063122005,1454.2120600298301,699.243150122401,4852.0476758985,97451.0827124985,303.242752855959,2030.9856345440198,64155.52,41952.0332559775,21787.9921465462,1836.0739251549398,2675.90952004589,2842.7863457124104,14023.704006208798,12797.1981939553,3426.57091133942,901.8005,1931.9789591857398,78654.3623934317,152399.215113318,10181.4883221663,7236.07734143862,7740.06911580213,453.228853936807
10,21787.9921465462,8877.773220715459,2675.90952004589,1750.45738445436,2252.99176070568,15579.7185045868,1117.701,25172.3282770189,232198.513652808,8308.73480684338,762.428505477662,2030.9856345440198,1331.1921790084,7236.07734143862,10899.865321385601,1520.1000912033999,14023.704006208798,2528.24715689304,699.243150122401,6759.71221132047,41952.0332559775,1931.9789591857398,901.8004690409151,3662.82923824221,78654.3623934317,277.392560305038,1454.2120600298301,97451.08,51566.010063122005,30177.155110164702,1218.67335768311,6332.11299992453,3017.03192133755,17426.343930496398,5923.63670499261,3921.6220505032898,984.1937,1272.8461432081501,64155.5161261962,152399.215113318,11776.6392333358,5192.81196468206,10181.4883221663,167.06300726953398
11,19451.7634340127,15579.7185045868,2030.9856345440198,3426.57091133942,7740.06911580213,25172.3282770189,1218.673,17426.343930496398,232198.513652808,9512.63251640146,1117.70116449842,1836.0739251549398,730.6080078304041,11776.6392333358,12797.1981939553,2528.24715689304,10181.4883221663,2252.99176070568,367.711492944881,3921.6220505032898,41952.0332559775,1272.8461432081501,643.661923473448,3017.03192133755,78654.3623934317,240.16460485053398,1454.2120600298301,64155.52,51566.010063122005,30177.155110164702,1391.28404036806,4221.13135958984,1667.73858489636,14023.704006208798,10899.865321385601,4537.8041803052,2139.988,1026.7681101921698,97451.0827124985,152399.215113318,8308.73480684338,6759.71221132047,5545.81215932176,355.83225493626196
12,11776.6392333358,25172.3282770189,730.6080078304041,2139.98805468982,4852.0476758985,4537.8041803052,1454.2120000000002,7236.07734143862,232198.513652808,6759.71221132047,3215.2137194297497,1667.73858489636,392.837518048399,15579.7185045868,12797.1981939553,5192.81196468206,5545.81215932176,2528.24715689304,380.31069337108596,3921.6220505032898,30177.155110164702,1931.9789591857398,526.5307706908529,1070.92459065281,51566.010063122005,322.93778558439203,548.538167069048,64155.52,78654.3623934317,17426.343930496398,984.1936777813651,4221.13135958984,1520.1000912033999,9512.63251640146,14023.704006208798,10181.4883221663,5923.637,699.243150122401,97451.0827124985,152399.215113318,8877.773220715459,6332.11299992453,8308.73480684338,470.136339529948
13,11776.6392333358,19451.7634340127,1331.1921790084,2030.9856345440198,9512.63251640146,17426.343930496398,1070.925,7740.06911580213,232198.513652808,10181.4883221663,1836.0739251549398,1667.73858489636,593.611671150147,15579.7185045868,10899.865321385601,3215.2137194297497,2842.7863457124104,2139.98805468982,506.22737675109397,4852.0476758985,41952.0332559775,670.918723923204,322.93778558439203,2675.90952004589,51566.010063122005,333.518499007247,1391.28404036806,64155.52,78654.3623934317,21787.9921465462,1272.8461432081501,6332.11299992453,984.1936777813651,14023.704006208798,12797.1981939553,5923.63670499261,2528.2470000000003,699.243150122401,97451.0827124985,152399.215113318,5192.81196468206,6759.71221132047,8877.773220715459,285.644299486775
14,12797.1981939553,14023.704006208798,1667.73858489636,1070.92459065281,7236.07734143862,17426.343930496398,1026.768,11776.6392333358,232198.513652808,6759.71221132047,2381.82495074225,1218.67335768311,570.7599181686061,8877.773220715459,8308.73480684338,4537.8041803052,5923.63670499261,2030.9856345440198,762.428505477662,3921.6220505032898,41952.0332559775,670.918723923204,392.837518048399,2252.99176070568,64155.5161261962,406.817520865886,1331.1921790084,51566.01,97451.0827124985,25172.3282770189,1931.9789591857398,3662.82923824221,1454.2120600298301,10899.865321385601,21787.9921465462,6332.11299992453,3017.032,618.348622385677,78654.3623934317,152399.215113318,3215.2137194297497,9512.63251640146,7740.06911580213,175.60827454870602
15,25172.3282770189,12797.1981939553,1520.1000912033999,6332.11299992453,7740.06911580213,19451.7634340127,1272.846,21787.9921465462,232198.513652808,10181.4883221663,828.206379102171,1117.70116449842,670.918723923204,11776.6392333358,15579.7185045868,1667.73858489636,14023.704006208798,5192.81196468206,453.228853936807,5923.63670499261,41952.0332559775,1589.53973446776,570.7599181686061,3017.03192133755,78654.3623934317,277.392560305038,2381.82495074225,97451.08,51566.010063122005,30177.155110164702,863.3128913421291,3662.82923824221,2842.7863457124104,17426.343930496398,7236.07734143862,2252.99176070568,1750.457,2030.9856345440198,64155.5161261962,152399.215113318,8308.73480684338,5545.81215932176,4852.0476758985,269.35208206311796
16,19451.7634340127,12797.1981939553,1070.92459065281,5545.81215932176,8877.773220715459,25172.3282770189,1331.192,17426.343930496398,232198.513652808,7740.06911580213,863.3128913421291,1117.70116449842,506.22737675109397,10181.4883221663,14023.704006208798,2528.24715689304,21787.9921465462,4221.13135958984,406.817520865886,4537.8041803052,41952.0332559775,1836.0739251549398,548.538167069048,2030.9856345440198,78654.3623934317,233.49665564520802,1520.1000912033999,97451.08,51566.010063122005,30177.155110164702,828.206379102171,3215.2137194297497,2842.7863457124104,15579.7185045868,8308.73480684338,3662.82923824221,3426.571,1026.7681101921698,64155.5161261962,152399.215113318,9512.63251640146,5192.81196468206,3017.03192133755,189.249340357013
17,19451.7634340127,8308.73480684338,2139.98805468982,3215.2137194297497,4852.0476758985,25172.3282770189,1272.846,21787.9921465462,232198.513652808,11776.6392333358,863.3128913421291,2842.7863457124104,1836.0739251549398,9512.63251640146,14023.704006208798,2528.24715689304,7236.07734143862,3017.03192133755,699.243150122401,5923.63670499261,51566.010063122005,2030.9856345440198,548.538167069048,3426.57091133942,97451.0827124985,380.31069337108596,2675.90952004589,64155.52,41952.0332559775,30177.155110164702,1931.9789591857398,6332.11299992453,3662.82923824221,17426.343930496398,7740.06911580213,5545.81215932176,1589.54,1166.319710388,78654.3623934317,152399.215113318,8877.773220715459,3921.6220505032898,6759.71221132047,261.77233759056196
18,19451.7634340127,11776.6392333358,1750.45738445436,1931.9789591857398,6759.71221132047,15579.7185045868,1272.846,17426.343930496398,232198.513652808,9512.63251640146,1026.7681101921698,1218.67335768311,1070.92459065281,10899.865321385601,12797.1981939553,1667.73858489636,8308.73480684338,3215.2137194297497,794.947978911189,5545.81215932176,64155.5161261962,2252.99176070568,670.918723923204,3017.03192133755,97451.0827124985,421.616342639836,1454.2120600298301,78654.36,30177.155110164702,41952.0332559775,901.8004690409151,2030.9856345440198,2381.82495074225,25172.3282770189,10181.4883221663,5192.81196468206,1520.1,1166.319710388,51566.010063122005,152399.215113318,7236.07734143862,3426.57091133942,2675.90952004589,204.27935851752102
19,19451.7634340127,10181.4883221663,1667.73858489636,3215.2137194297497,10899.865321385601,21787.9921465462,1117.701,17426.343930496398,232198.513652808,12797.1981939553,1331.1921790084,1218.67335768311,570.7599181686061,9512.63251640146,11776.6392333358,2139.98805468982,8877.773220715459,2675.90952004589,1070.92459065281,7740.06911580213,41952.0332559775,762.428505477662,487.995813577437,2528.24715689304,97451.0827124985,392.837518048399,984.1936777813651,78654.36,64155.5161261962,30177.155110164702,2252.99176070568,2842.7863457124104,2381.82495074225,25172.3282770189,7236.07734143862,5545.81215932176,1272.846,794.947978911189,51566.010063122005,152399.215113318,5192.81196468206,4537.8041803052,4852.0476758985,355.83225493626196
20,19451.7634340127,8308.73480684338,618.348622385677,1667.73858489636,3215.2137194297497,15579.7185045868,2675.91,11776.6392333358,232198.513652808,8877.773220715459,730.6080078304041,863.3128913421291,470.136339529948,7740.06911580213,12797.1981939553,1454.2120600298301,30177.155110164702,7236.07734143862,526.5307706908529,4537.8041803052,51566.010063122005,2139.98805468982,762.428505477662,1391.28404036806,78654.3623934317,184.512439305276,984.1936777813651,97451.08,41952.0332559775,25172.3282770189,1166.319710388,1589.53973446776,3921.6220505032898,14023.704006208798,10899.865321385601,4852.0476758985,3017.032,943.2734728139619,64155.5161261962,152399.215113318,6332.11299992453,1931.9789591857398,2528.24715689304,159.191943645763
21,25172.3282770189,6759.71221132047,1166.319710388,2842.7863457124104,4852.0476758985,14023.704006208798,1589.54,17426.343930496398,232198.513652808,12797.1981939553,670.918723923204,1931.9789591857398,730.6080078304041,8308.73480684338,10181.4883221663,1117.70116449842,9512.63251640146,4221.13135958984,1272.8461432081501,5545.81215932176,41952.0332559775,1520.1000912033999,570.7599181686061,2139.98805468982,97451.0827124985,437.027507684822,2381.82495074225,78654.36,51566.010063122005,30177.155110164702,1026.7681101921698,4537.8041803052,2528.24715689304,21787.9921465462,11776.6392333358,5923.63670499261,762.4285,1667.73858489636,64155.5161261962,152399.215113318,6332.11299992453,3017.03192133755,8877.773220715459,221.16694420524502
22,17426.343930496398,15579.7185045868,794.947978911189,5545.81215932176,8308.73480684338,21787.9921465462,1667.739,10899.865321385601,232198.513652808,10181.4883221663,1070.92459065281,1026.7681101921698,303.242752855959,14023.704006208798,11776.6392333358,2842.7863457124104,9512.63251640146,4537.8041803052,470.136339529948,2675.90952004589,41952.0332559775,1931.9789591857398,392.837518048399,1454.2120600298301,78654.3623934317,380.31069337108596,984.1936777813651,97451.08,51566.010063122005,25172.3282770189,1117.70116449842,2252.99176070568,1218.67335768311,19451.7634340127,8877.773220715459,3921.6220505032898,4221.130999999999,943.2734728139619,64155.5161261962,152399.215113318,7740.06911580213,6332.11299992453,4852.0476758985,285.644299486775
